BuildingType;PrimaryPropertyType;Neighborhood;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);TotalGHGEmissions;GHGEmissionsIntensity
NonResidential;Other;DOWNTOWN;2004;1.0;11;299070;68432;230638;Other;250000.0;none;0.0;none;0.0;;261.2999878;264.0;530.7000122;532.2999878;65336980.0;66000296.0;0.0;8983483.0;30651644.0;346853.3125;34685331.0;2055.82;6.87
NonResidential;Small- and Mid-Sized Office;GREATER DUWAMISH;2007;1.0;3;64015;0;64015;Office;30000.0;Non-Refrigerated Warehouse;15000.0;Other - Services;9015.0;21.0;60.0;62.5;165.8000031;168.3999939;3242077.75;3375016.25;0.0;778834.0;2657382.0;5846.959961;584696.0;49.58;0.77
NonResidential;Retail Store;NORTH;1951;1.0;1;530039;0;530039;Retail Store;505103.0;Restaurant;24936.0;none;0.0;98.0;52.29999924;54.29999924;118.9000015;121.0;27717034.0;28763498.0;0.0;4755137.5;16224529.0;114925.0313;11492503.0;723.47;1.36
NonResidential;Other;NORTH;1964;1.0;3;54224;0;54224;Other/Specialty Hospital;47012.0;none;0.0;none;0.0;;154.5;163.1000061;311.0;321.0;7265178.0;7668810.0;0.0;980312.8125;3344827.0;39203.50391;3920350.0;231.53;4.27
NonResidential;Retail Store;NORTH;1965;1.0;4;124342;0;124342;Retail Store;122000.0;none;0.0;none;0.0;76.0;71.90000153;71.59999847;223.6999969;222.1000061;8765978.0;8729918.0;0.0;2536231.25;8653621.0;1123.560059;112356.0;66.3;0.53
NonResidential;Hospital;NORTHEAST;1953;6.0;10;879000;0;879000;Hospital (General Medical & Surgical);879000.0;none;0.0;none;0.0;10.0;288.7999878;293.2000122;578.2000122;576.5999756;253832464.0;257764208.0;0.0;33892500.0;115641210.0;1381912.375;138191238.0;8145.52;9.27
NonResidential;Other;NORTHWEST;1996;1.0;3;55442;0;55442;Financial Office;28636.0;Parking;15385.0;Medical Office;8644.0;72.0;85.59999847;88.90000153;194.1000061;197.6000061;3191228.25;3313397.0;0.0;544942.8125;1859345.0;13318.83008;1331883.0;83.7;1.51
NonResidential;Self-Storage Facility;EAST;1910;1.0;5;84870;0;84870;Self-Storage Facility;85521.0;none;0.0;none;0.0;;16.20000076;18.89999962;28.79999924;31.70000076;1381590.125;1617801.25;0.0;141452.2031;482635.0;8989.550781;898955.0;51.11;0.6
Campus;University;NORTHWEST;1970;11.0;2;694072;111625;582447;College/University;667335.0;none;0.0;none;0.0;;53.79999924;56.09999847;161.1999969;167.0;35891484.0;37410800.0;0.0;9803878.0;33450832.0;24406.47852;2440648.0;362.82;0.52
NonResidential;Warehouse;GREATER DUWAMISH;1904;1.0;4;114297;0;114297;Non-Refrigerated Warehouse;114297.0;none;0.0;none;0.0;61.0;18.39999962;21.10000038;36.0;39.70000076;2100097.75;2415462.5;0.0;267431.0;912475.0;11876.22949;1187623.0;69.44;0.61
NonResidential;Warehouse;GREATER DUWAMISH;1937;1.0;1;234144;0;234144;Non-Refrigerated Warehouse;234144.0;none;0.0;none;0.0;87.0;28.79999924;33.59999847;42.0;47.09999847;6744317.0;7874958.5;0.0;385937.0;1316817.0;54275.0;5427500.0;297.43;1.27
NonResidential;Retail Store;DELRIDGE;1966;1.0;1;64984;0;64984;Retail Store;65425.0;none;0.0;none;0.0;72.0;45.0;46.09999847;130.6999969;130.6999969;2944296.25;3016373.5;0.0;766027.8125;2613687.0;3306.090088;330609.0;35.78;0.55
NonResidential;Retail Store;DELRIDGE;1965;1.0;1;67745;0;67745;Retail Store;67782.0;none;0.0;none;0.0;37.0;136.1999969;141.5;223.8999939;227.3000031;9230223.0;9589728.0;0.0;769080.3125;2624102.0;66061.21094;6606121.0;369.14;5.45
SPS-District K-12;K-12 School;DELRIDGE;2010;1.0;2;367884;0;367884;K-12 School;367884.0;none;0.0;none;0.0;97.0;33.29999924;36.09999847;81.59999847;85.90000153;12265516.0;13279344.0;0.0;2404753.75;8205020.0;40604.95703;4060496.0;272.85;0.74
NonResidential;Other;BALLARD;1973;1.0;3;56000;0;56000;Other;56000.0;none;0.0;none;0.0;;33.09999847;37.29999924;66.19999695;70.69999695;1851260.5;2088978.125;0.0;247615.5938;844864.0;10063.95996;1006396.0;59.34;1.06
NonResidential;Self-Storage Facility;SOUTHWEST;1969;1.0;2;52088;0;52088;Self-Storage Facility;52088.0;none;0.0;none;0.0;;26.39999962;30.29999924;48.79999924;53.70000076;1377519.5;1576122.875;0.0;153506.7031;523765.0;8537.545898;853755.0;48.99;0.94
NonResidential;Hotel;LAKE UNION;1998;1.0;5;123920;30000;93920;Hotel;123920.0;Parking;30000.0;Swimming Pool;0.0;79.0;75.59999847;78.09999847;148.1999969;152.1999969;9373179.0;9676783.0;0.0;1195550.25;4079217.0;52939.60938;5293961.0;309.6;2.5
Nonresidential COS;Other;LAKE UNION;1900;1.0;1;50000;0;50000;Museum;43000.0;none;0.0;none;0.0;;175.6000061;184.6999969;368.8999939;373.7000122;7548807.0;7942537.5;0.0;1113108.0;3797924.0;37508.82031;3750882.0;225.69;4.51
Nonresidential COS;Warehouse;MAGNOLIA / QUEEN ANNE;1926;1.0;2;50292;0;50292;Non-Refrigerated Warehouse;42345.0;Residence Hall/Dormitory;5000.0;Office;4730.0;;8.0;8.0;25.10000038;25.10000038;430473.6875;430473.6875;0.0;126164.6016;430474.0;0.0;0.0;3.0;0.06
NonResidential;Hotel;MAGNOLIA / QUEEN ANNE;1998;1.0;7;207656;54341;153315;Hotel;141591.0;none;0.0;none;0.0;76.0;78.90000153;83.0;164.5;171.3999939;11171988.0;11754087.0;0.0;1620980.875;5530787.0;56412.00391;5641200.0;338.16;1.63
Nonresidential COS;Small- and Mid-Sized Office;NORTHWEST;1957;1.0;2;91130;0;91130;Office;57968.0;Distribution Center;32881.0;Parking;11850.0;;100.5;106.0999985;262.7000122;272.2000122;9472358.0;10005492.0;0.0;2079127.75;7093984.0;23783.73047;2378373.0;175.77;1.93
NonResidential;Hotel;NORTHWEST;1968;1.0;4;64893;0;64893;Hotel;64893.0;none;0.0;none;0.0;70.0;95.5;95.69999695;184.6999969;185.3999939;6197825.0;6211749.5;0.0;768038.625;2620548.0;35772.76953;3577277.0;208.26;3.21
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1900;1.0;3;44558;0;44558;Office;34416.0;Self-Storage Facility;7672.0;Restaurant;2470.0;78.0;37.59999847;38.59999847;101.3000031;103.6999969;1677002.25;1722053.0;0.0;386177.4063;1317637.0;3593.650146;359365.0;28.27;0.63
NonResidential;Other;GREATER DUWAMISH;1999;1.0;6;1585960;327680;1258280;Other - Entertainment/Public Assembly;1585960.0;Parking;0.0;none;0.0;;37.70000076;39.20000076;104.6999969;106.3000031;59757440.0;62160304.0;0.0;14490010.0;49439914.0;103175.1797;10317518.0;892.63;0.56
Nonresidential COS;Distribution Center;GREATER DUWAMISH;1924;1.0;2;179161;0;179161;Distribution Center;117476.0;Office;37321.0;Other;25543.0;;52.20000076;56.29999924;156.3000031;167.6000061;9436408.0;10168523.0;0.0;2570956.75;8772104.0;6643.02002;664302.0;96.43;0.54
Nonresidential COS;Warehouse;GREATER DUWAMISH;1965;1.0;2;58640;0;58640;Non-Refrigerated Warehouse;40831.0;Other - Services;16735.0;Office;11533.0;;55.90000153;61.5;175.3999939;193.1999969;3928695.25;4327563.5;0.0;1151434.625;3928695.0;0.0;0.0;27.39;0.47
NonResidential;Other;GREATER DUWAMISH;1999;1.0;3;1172127;0;1172127;Other - Entertainment/Public Assembly;1172127.0;none;0.0;none;0.0;;50.09999847;49.0;125.0999985;121.4000015;58761304.0;57406988.0;0.0;11905739.0;40622381.0;181389.2031;18138920.0;1246.55;1.06
NonResidential;Hotel;GREATER DUWAMISH;2005;1.0;9;168449;14567;153882;Hotel;135006.0;Parking;20600.0;Food Service;9216.0;64.0;88.19999695;89.19999695;183.0;182.6999969;12726789.0;12871628.0;0.0;1826563.0;6232233.0;64945.55078;6494555.0;388.37;2.31
NonResidential;Warehouse;GREATER DUWAMISH;1916;0.0;4;79600;0;79600;Non-Refrigerated Warehouse;79600.0;none;0.0;none;0.0;34.0;30.29999924;30.29999924;95.09999847;95.09999847;2411402.25;2411402.25;0.0;706741.5;2411402.0;0.0;0.0;16.81;0.21
Campus;Large Office;GREATER DUWAMISH;1980;14.0;2;334368;31874;302494;Office;240984.0;Laboratory;72963.0;Other - Utility;16766.0;;159.8999939;161.8999939;451.2000122;453.2999878;53466684.0;54136068.0;0.0;13282936.0;45321378.0;81453.0;8145300.0;748.55;2.24
NonResidential;Other;NORTH;2008;1.0;6;419848;335109;84739;Parking;335109.0;Movie Theater;65000.0;Medical Office;13567.0;;107.8000031;109.0;285.7000122;285.1000061;9134963.0;9238992.0;0.0;2050189.25;6995246.0;21397.16016;2139716.0;162.41;0.39
NonResidential;Mixed Use Property;MAGNOLIA / QUEEN ANNE;2002;1.0;4;110785;0;110785;Multifamily Housing;58563.0;Supermarket/Grocery Store;48520.0;Parking;29839.0;;95.30000305;98.09999847;291.3999939;299.0;10557910.0;10864032.0;0.0;2971733.5;10139555.0;4183.540039;418354.0;92.91;0.84
NonResidential;Hotel;DOWNTOWN;1999;1.0;0;934292;0;934292;Hotel;495536.0;Parking;438756.0;Restaurant;49700.0;;117.9000015;120.5;272.8999939;278.2000122;65047284.0;66502836.0;0.0;11536962.0;39364114.0;256831.625;25683162.0;1638.46;1.75
NonResidential;Hospital;CENTRAL;1990;6.0;5;597519;0;597519;Hospital (General Medical & Surgical);601615.0;Parking;48607.0;none;0.0;34.0;238.3999939;244.8000031;454.3999939;459.2000122;143423024.0;147299056.0;0.0;17220084.0;58754927.0;846680.9375;84668094.0;4906.33;8.21
NonResidential;Warehouse;LAKE UNION;1991;1.0;3;75397;8161;67236;Non-Refrigerated Warehouse;67236.0;Parking;8161.0;none;0.0;91.0;8.199999809;8.5;21.70000076;22.10000038;549181.375;571637.5;0.0;124086.0;423381.0;1258.0;125800.0;9.63;0.13
NonResidential;Hospital;EAST;2000;9.0;8;1158691;0;1158691;Hospital (General Medical & Surgical);1350182.0;Parking;387651.0;none;0.0;29.0;217.1000061;219.6999969;502.8999939;502.7999878;293090784.0;296671744.0;122575032.0;49438336.0;168683602.0;18321.29102;1832129.0;10734.57;9.26
NonResidential;K-12 School;NORTHEAST;1928;1.0;2;55653;0;55653;K-12 School;55500.0;none;0.0;none;0.0;98.0;24.79999924;28.79999924;26.29999924;30.5;1377627.0;1597907.25;0.0;1798.900024;6138.0;13714.89063;1371489.0;72.88;1.31
NonResidential;Hotel;NORTHEAST;1931;1.0;16;106860;0;106860;Hotel;106860.0;none;0.0;none;0.0;49.0;111.6999969;118.0999985;186.8999939;190.6999969;11935719.0;12616417.0;0.0;1043886.875;3561742.0;83739.75781;8373976.0;469.57;4.39
NonResidential;Small- and Mid-Sized Office;NORTH;1972;1.0;5;50759;0;50759;Office;47079.0;Restaurant;3680.0;none;0.0;62.0;62.0;65.40000153;170.3999939;174.1000061;3147042.0;3321734.0;0.0;749863.125;2558533.0;5885.089844;588509.0;49.09;0.97
NonResidential;Worship Facility;NORTHEAST;1952;1.0;2;56772;0;56772;Worship Facility;56772.0;none;0.0;none;0.0;46.0;43.0;48.70000076;81.0;87.80000305;2439484.75;2762805.5;0.0;285789.1875;975113.0;14643.7207;1464372.0;84.57;1.49
NonResidential;Worship Facility;NORTHEAST;1952;1.0;3;103000;0;103000;Worship Facility;103000.0;none;0.0;none;0.0;42.0;47.09999847;52.29999924;96.90000153;102.4000015;4854429.5;5391782.0;0.0;685356.0;2338435.0;25159.94531;2515995.0;149.93;1.46
NonResidential;Other;DOWNTOWN;1914;1.0;7;128766;0;128766;Other - Entertainment/Public Assembly;109754.0;Other;12876.0;Office;6136.0;;47.0;47.0;142.3999939;142.3999939;6057410.0;6057410.0;0.0;1680143.5;5732650.0;3247.596436;324760.0;57.21;0.44
NonResidential;Residence Hall;DOWNTOWN;1913;1.0;9;107572;0;107572;Residence Hall/Dormitory;63934.0;Office;27143.0;Retail Store;10568.0;76.0;54.79999924;57.79999924;113.5;117.0999985;5572503.0;5879083.0;3076446.5;731552.1875;2496056.0;0.0;0.0;254.87;2.37
NonResidential;Other;DOWNTOWN;1955;1.0;15;230880;0;230880;Other;203000.0;none;0.0;none;0.0;;306.3999939;303.7999878;962.0999756;954.0;62197176.0;61674856.0;0.0;18228948.0;62197171.0;0.0;0.0;433.6;1.88
NonResidential;Other;MAGNOLIA / QUEEN ANNE;1973;1.0;1;76086;0;76086;Other;77810.0;none;0.0;none;0.0;;42.0;46.0;86.09999847;90.30000305;3267564.0;3576720.0;0.0;458196.3125;1563366.0;17041.97852;1704198.0;101.41;1.33
NonResidential;Medical Office;MAGNOLIA / QUEEN ANNE;1927;1.0;5;190000;39000;151000;Medical Office;146741.0;Office;9805.0;none;0.0;1.0;183.5;183.5;443.0;443.0;28731502.0;28731502.0;0.0;5493974.5;18745441.0;99860.58594;9986059.0;661.04;3.48
NonResidential;Hotel;DOWNTOWN;1961;1.0;4;122309;0;122309;Hotel;122309.0;none;0.0;none;0.0;8.0;208.1000061;213.6000061;326.6000061;330.2999878;25453690.0;26122018.0;0.0;1853028.5;6322533.0;191311.5469;19131155.0;1060.13;8.67
Campus;Other;DOWNTOWN;1995;4.0;3;215476;0;215476;Other;217088.0;none;0.0;none;0.0;;110.5999985;113.3000031;248.8999939;251.8000031;24017770.0;24606366.0;0.0;4041281.75;13788853.0;102289.1641;10228916.0;639.39;2.97
NonResidential;Hotel;DOWNTOWN;2003;1.0;8;254273;38800;215473;Hotel;277000.0;none;0.0;none;0.0;29.0;96.19999695;96.90000153;204.8999939;205.0;26659244.0;26831896.0;0.0;4033863.5;13763542.0;128957.0;12895700.0;780.84;3.07
Nonresidential COS;Other;DOWNTOWN;1980;1.0;2;69400;0;69400;Other - Entertainment/Public Assembly;69400.0;none;0.0;none;0.0;;213.6999969;219.5;541.7000122;547.7000122;14833476.0;15230290.0;0.0;3087447.25;10534370.0;42991.03906;4299104.0;301.76;4.35
NonResidential;Mixed Use Property;DOWNTOWN;1900;1.0;1;62900;0;62900;Restaurant;32494.0;Other;29793.0;Retail Store;3384.300049;;158.3000031;165.6999969;286.7000122;294.6000061;10394330.0;10883874.0;0.0;1110179.625;3787933.0;66063.96875;6606397.0;377.27;6.0
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1914;1.0;4;56500;0;56500;Office;33000.0;Retail Store;7000.0;none;0.0;98.0;34.5;37.5;84.5;88.09999847;1380293.625;1500938.5;492761.8125;260120.7031;887532.0;0.0;0.0;44.22;0.78
NonResidential;Warehouse;GREATER DUWAMISH;2008;1.0;4;203504;0;203504;Non-Refrigerated Warehouse;159372.0;Other - Services;44132.0;none;0.0;72.0;18.60000038;19.39999962;58.40000153;60.90000153;3785282.5;3944732.0;0.0;1109402.75;3785282.0;0.0;0.0;26.39;0.13
NonResidential;Large Office;DOWNTOWN;1968;0.0;3;100734;26731;74003;Office;100734.0;none;0.0;none;0.0;20.0;97.19999695;98.19999695;305.1000061;308.3999939;9788717.0;9892566.0;0.0;2868908.5;9788716.0;0.0;0.0;68.24;0.68
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1981;1.0;4;77662;18504;59158;Office;62108.0;Parking;17570.0;none;0.0;57.0;80.59999847;83.19999695;228.8999939;230.5;5007401.0;5168686.5;0.0;1256184.75;4286102.0;7212.97998;721298.0;68.19;0.88
NonResidential;Large Office;DOWNTOWN;1978;1.0;12;234000;21790;212210;Office;173786.0;Laboratory;29865.0;Parking;25373.0;39.0;89.40000153;90.09999847;276.6000061;277.3999939;18661606.0;18811322.0;0.0;5347641.0;18246151.0;4154.516113;415452.0;149.27;0.64
NonResidential;Large Office;DOWNTOWN;1989;1.0;25;369996;0;369996;Office;383942.0;Parking;127192.0;none;0.0;74.0;64.5;64.5;202.5;202.5;24755086.0;24755086.0;0.0;7255300.0;24755084.0;0.0;0.0;172.58;0.47
NonResidential;Retail Store;DOWNTOWN;1925;1.0;10;693450;0;693450;Retail Store;361107.0;Office;332343.0;none;0.0;93.0;57.79999924;57.70000076;173.6999969;173.6000061;40062888.0;40037736.0;21230.80078;10989762.0;37497068.0;25445.83984;2544584.0;398.19;0.57
NonResidential;Large Office;DOWNTOWN;1976;1.0;33;791396;0;791396;Office;622034.0;Parking;132465.0;Other;33110.0;89.0;60.29999924;62.40000153;189.5;195.8999939;40847752.0;42227404.0;0.0;11969413.0;40839637.0;5382.505371;538251.0;313.3;0.4
NonResidential;Large Office;DOWNTOWN;2000;1.0;23;747747;205076;542671;Office;542461.0;Parking;219045.0;Restaurant;9337.0;90.0;56.20000076;57.40000153;164.6000061;168.6000061;30985420.0;31693704.0;0.0;8172315.0;27883939.0;31014.76953;3101477.0;359.11;0.48
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1926;1.0;10;63409;7757;55652;Office;45260.0;Retail Store;6187.0;none;0.0;90.0;66.90000153;74.40000153;131.6999969;140.6000061;3444270.0;3826622.5;2086424.75;397961.5938;1357845.0;0.0;0.0;170.51;2.69
NonResidential;Large Office;DOWNTOWN;1930;1.0;17;204790;30000;174790;Office;142034.0;Other - Recreation;17070.0;Retail Store;14666.0;91.0;44.5;46.5;127.8000031;130.1000061;7739699.0;8081443.0;0.0;1974231.0;6736076.0;10036.21973;1003622.0;100.26;0.49
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1916;1.0;5;73399;0;73399;Office;51557.0;Retail Store;9976.0;none;0.0;61.0;61.09999847;64.90000153;191.6999969;203.6999969;3757006.0;3992167.75;0.0;1101115.25;3757005.0;0.0;0.0;26.19;0.36
NonResidential;Large Office;DOWNTOWN;1969;1.0;20;265851;32334;233517;Office;226454.0;Parking;29214.0;none;0.0;90.0;64.59999847;69.5;146.6999969;151.8000031;14633233.0;15742790.0;6568832.0;2363540.25;8064399.0;0.0;0.0;563.25;2.12
NonResidential;Large Office;DOWNTOWN;2009;1.0;25;758043;228668;529375;Office;582725.0;Parking;191082.0;none;0.0;95.0;46.40000153;46.40000153;142.3999939;142.3999939;27018020.0;27018020.0;0.0;7658746.5;26131643.0;8863.726563;886373.0;229.25;0.3
NonResidential;Large Office;DOWNTOWN;1968;1.0;12;206000;0;206000;Office;161000.0;Parking;51250.0;none;0.0;91.0;53.29999924;56.40000153;139.5;142.5;8580279.0;9075988.0;2312496.75;1836981.625;6267781.0;0.0;0.0;222.19;1.08
NonResidential;Large Office;DOWNTOWN;2009;1.0;36;824887;154972;669915;Office;743562.0;Parking;161119.0;none;0.0;97.0;53.20000076;52.90000153;166.8999939;166.1999969;39523852.0;39360016.0;0.0;11583777.0;39523847.0;0.0;0.0;275.54;0.33
NonResidential;Large Office;DOWNTOWN;1990;1.0;16;480840;141600;339240;Office;311736.0;Parking;123356.0;Fitness Center/Health Club/Gym;18239.0;94.0;52.70000076;54.40000153;164.6000061;170.1000061;17867002.0;18468776.0;0.0;5197326.0;17733276.0;1337.241333;133724.0;130.73;0.27
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1900;1.0;7;89550;0;89550;Office;64712.0;Retail Store;10058.0;Social/Meeting Hall;7030.0;85.0;47.70000076;50.59999847;141.6000061;148.8000031;3903259.75;4135330.5;348386.8125;1041873.5;3554872.0;0.0;0.0;51.67;0.58
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1900;1.0;6;89355;0;89355;Office;82355.0;Retail Store;7000.0;none;0.0;66.0;46.79999924;46.90000153;145.3999939;145.5;4178233.5;4188308.75;0.0;1206506.75;4116601.0;616.3200073;61632.0;31.97;0.36
NonResidential;Large Office;DOWNTOWN;1922;1.0;15;388934;0;388934;Office;388934.0;none;0.0;none;0.0;89.0;47.79999924;48.79999924;144.0;145.3000031;18576900.0;18982748.0;1192343.75;5095121.0;17384553.0;0.0;0.0;213.23;0.55
NonResidential;Large Office;DOWNTOWN;1929;1.0;22;384302;0;384302;Office;348969.0;Convenience Store without Gas Station;3291.899902;Food Service;1437.0;98.0;28.39999962;29.60000038;89.30000305;93.0;10062436.0;10471812.0;0.0;2949131.0;10062435.0;0.0;0.0;70.15;0.18
NonResidential;Large Office;DOWNTOWN;1983;1.0;47;1323055;0;1323055;Office;1011135.0;Parking;272682.0;Restaurant;37595.0;94.0;42.59999847;42.59999847;133.5;133.5;44683660.0;44683660.0;0.0;13048606.0;44521844.0;1618.117065;161812.0;318.97;0.24
NonResidential;Large Office;DOWNTOWN;1986;1.0;41;589921;129432;460489;Office;470416.0;Parking;107667.0;Pre-school/Daycare;10290.0;84.0;51.20000076;51.20000076;160.6999969;160.6999969;24603420.0;24603420.0;0.0;7210849.0;24603417.0;0.0;0.0;171.52;0.29
NonResidential;Small- and Mid-Sized Office;DOWNTOWN;1950;1.0;6;91091;1392;89699;Office;89699.0;Parking;1392.0;none;0.0;;20.5;21.39999962;53.90000153;55.0;1835804.875;1916413.75;480784.0;397133.9063;1355021.0;0.0;0.0;46.56;0.51
NonResidential;Large Office;DOWNTOWN;1968;1.0;8;157941;62993;94948;Office;84838.0;Parking;15401.0;none;0.0;81.0;44.09999847;44.09999847;138.5;138.5;3743228.5;3743228.5;0.0;1097077.25;3743228.0;0.0;0.0;26.1;0.17
NonResidential;Large Office;DOWNTOWN;1991;1.0;29;635303;197231;438072;Office;522667.0;Parking;194435.0;Convenience Store without Gas Station;6122.0;95.0;34.90000153;35.90000153;108.8000031;111.9000015;18221224.0;18754466.0;180731.7969;5287365.0;18040489.0;0.0;0.0;139.72;0.22
NonResidential;Large Office;DOWNTOWN;1980;1.0;34;776762;162604;614158;Office;606050.0;Parking;154947.0;none;0.0;81.0;53.70000076;53.79999924;168.3000031;168.3999939;32552428.0;32577050.0;0.0;9512705.0;32457349.0;950.7598877;95076.0;231.32;0.3
NonResidential;Large Office;DOWNTOWN;1972;1.0;14;186768;23775;162993;Office;182540.0;Parking;33671.0;Data Center;240.0;95.0;52.70000076;53.90000153;142.8000031;143.1000061;9641043.0;9843217.0;2154977.5;2194040.0;7486064.0;0.0;0.0;218.53;1.17
NonResidential;Large Office;DOWNTOWN;1969;1.0;49;1123435;368980;754455;Office;808980.0;Parking;232248.0;Other;30329.0;89.0;52.70000076;55.5;149.0;154.6999969;45163308.0;47518124.0;0.0;11248209.0;38378889.0;67844.14844;6784415.0;627.87;0.56
NonResidential;Large Office;DOWNTOWN;2002;1.0;37;1052469;164420;888049;Office;765351.0;Parking;185581.0;Financial Office;103478.0;93.0;46.29999924;47.20000076;145.3000031;148.3000031;41213584.0;42071712.0;0.0;12079009.0;41213579.0;0.0;0.0;287.32;0.27
NonResidential;Large Office;DOWNTOWN;1973;1.0;42;617684;171500;446184;Office;581558.0;Parking;189600.0;Retail Store;18026.0;28.0;115.9000015;119.4000015;361.2000122;372.0;69519808.0;71568952.0;882983.5;20116302.0;68636822.0;0.0;0.0;546.65;0.88
NonResidential;Large Office;DOWNTOWN;1907;1.0;8;201480;0;201480;Office;161762.0;Retail Store;29094.0;Non-Refrigerated Warehouse;10624.0;91.0;44.29999924;47.20000076;123.5;129.3999939;8921778.0;9510490.0;1619966.875;2140038.0;7301810.0;0.0;0.0;175.95;0.87
Nonresidential COS;Large Office;DOWNTOWN;1990;1.0;63;1354987;159600;1195387;Office;1191115.0;Parking;159599.0;Other;18656.0;89.0;50.40000153;50.40000153;158.1000061;158.1000061;61576184.0;61576184.0;0.0;18046946.0;61576180.0;0.0;0.0;429.27;0.32
Nonresidential COS;Large Office;DOWNTOWN;2001;1.0;14;310490;0;310490;Office;269284.0;Other;28394.0;Data Center;600.0;;71.0;73.59999847;187.5;189.5;21169502.0;21960822.0;0.0;4725684.5;16124036.0;50454.64844;5045465.0;380.37;1.23
Nonresidential COS;Large Office;DOWNTOWN;2003;1.0;8;199530;30660;168870;Office;160418.0;Parking;18590.0;Other;17480.0;69.0;73.19999695;77.40000153;178.1000061;181.0;13214416.0;13972700.0;0.0;2561244.0;8738965.0;44754.50781;4475451.0;298.61;1.5
NonResidential;Large Office;DOWNTOWN;2006;1.0;13;372242;52703;319539;Office;319539.0;Parking;52703.0;none;0.0;98.0;43.29999924;43.40000153;119.0999985;116.9000015;13843866.0;13862720.0;0.0;3296889.25;11248986.0;25948.78125;2594878.0;216.24;0.58
NonResidential;Large Office;DOWNTOWN;1909;1.0;7;114395;8296;106099;Office;96582.0;none;0.0;none;0.0;99.0;28.39999962;30.79999924;65.40000153;67.80000305;2746560.75;2970604.25;0.0;480858.5;1640689.0;11058.71094;1105871.0;70.17;0.61
NonResidential;Retail Store;NORTHEAST;1978;1.0;2;89200;0;89200;Retail Store;89200.0;none;0.0;none;0.0;83.0;72.40000153;75.19999695;204.8999939;206.8000031;6461937.0;6707359.5;0.0;1611701.375;5499125.0;9628.110352;962811.0;89.47;1.0
NonResidential;Large Office;NORTHEAST;1971;1.0;23;474546;0;474546;Office;474546.0;none;0.0;none;0.0;77.0;60.0;63.20000076;188.3000031;198.5;28450436.0;29997380.0;0.0;8338345.0;28450433.0;0.0;0.0;198.34;0.42
NonResidential;Other;NORTHEAST;1969;1.0;5;36000;0;36000;Data Center;36000.0;none;0.0;none;0.0;96.0;834.4000244;834.4000244;2620.0;2620.0;30038490.0;30038490.0;0.0;8803777.0;30038487.0;0.0;0.0;209.41;5.82
